gender,age_bucket,urbanicity,prefer_corrugated
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,1
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
male,36_to_64,urban,0
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,1
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
female,36_to_64,urban,0
